client1,client2,client3,random_state,acc,mcc
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB10878'},0,0.5125,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB10878'},0,0.5125,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB10878'},0,0.5125,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB10878'},1,0.5125,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB10878'},1,0.5125,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB10878'},1,0.5125,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB10878'},2,0.5125,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB10878'},2,0.5125,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB10878'},2,0.5125,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB7774'},0,0.45454545454545453,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB7774'},0,0.45454545454545453,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB7774'},0,0.45454545454545453,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB7774'},1,0.45454545454545453,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB7774'},1,0.45454545454545453,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB7774'},1,0.45454545454545453,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB7774'},2,0.45454545454545453,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB7774'},2,0.45454545454545453,0.0
{'group_PRJEB27928'},{'group_PRJNA429097'},{'group_PRJEB7774'},2,0.45454545454545453,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},{'group_PRJEB7774'},0,0.46726190476190477,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},{'group_PRJEB7774'},0,0.46726190476190477,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},{'group_PRJEB7774'},0,0.46726190476190477,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},{'group_PRJEB7774'},1,0.46726190476190477,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},{'group_PRJEB7774'},1,0.46726190476190477,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},{'group_PRJEB7774'},1,0.46726190476190477,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},{'group_PRJEB7774'},2,0.46726190476190477,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},{'group_PRJEB7774'},2,0.46726190476190477,0.0
{'group_PRJEB27928'},{'group_PRJEB10878'},{'group_PRJEB7774'},2,0.46726190476190477,0.0
{'group_PRJNA429097'},{'group_PRJEB10878'},{'group_PRJEB7774'},0,0.7844036697247706,0.5711192433870739
{'group_PRJNA429097'},{'group_PRJEB10878'},{'group_PRJEB7774'},0,0.7844036697247706,0.5711192433870739
{'group_PRJNA429097'},{'group_PRJEB10878'},{'group_PRJEB7774'},0,0.7844036697247706,0.5711192433870739
{'group_PRJNA429097'},{'group_PRJEB10878'},{'group_PRJEB7774'},1,0.7935779816513762,0.5900523326599423
{'group_PRJNA429097'},{'group_PRJEB10878'},{'group_PRJEB7774'},1,0.7935779816513762,0.5900523326599423
{'group_PRJNA429097'},{'group_PRJEB10878'},{'group_PRJEB7774'},1,0.7935779816513762,0.5900523326599423
{'group_PRJNA429097'},{'group_PRJEB10878'},{'group_PRJEB7774'},2,0.7844036697247706,0.5686993213059861
{'group_PRJNA429097'},{'group_PRJEB10878'},{'group_PRJEB7774'},2,0.7844036697247706,0.5686993213059861
{'group_PRJNA429097'},{'group_PRJEB10878'},{'group_PRJEB7774'},2,0.7844036697247706,0.5686993213059861
